cdmTableName,cdmFieldName,conceptId,conceptName,unitConceptId,unitConceptName,plausibleValueLow,plausibleValueLowThreshold,plausibleValueLowNotes,plausibleValueHigh,plausibleValueHighThreshold,plausibleValueHighNotes,plausibleGender,plausibleGenderThreshold,plausibleGenderNotes,isTemporallyConstant,isTemporallyConstantThreshold,isTemporallyConstantNotes,validPrevalenceLow,validPrevalenceLowThreshold,validPrevalenceLowNotes,validPrevalenceHigh,validPrevalenceHighThreshold,validPrevalenceHighNotes,plausibleUnitConceptIds,plausibleUnitConceptIdsThreshold,plausibleUnitConceptIdsNotes
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2110004,Drainage of scrotal wall abscess,,,,,,,,,Male,5,,,,,,,,,,,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2110011,"Vasectomy, unilateral or bilateral (separate procedure), including postoperative semen examination(s)",,,,,,,,,Male,5,,,,,,,,,,,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2110026,"Biopsy, prostate; needle or punch, single or multiple, any approach",,,,,,,,,Male,5,,,,,,,,,,,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2110039,"Prostatectomy, retropubic radical, with or without nerve sparing; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",,,,,,,,,Male,5,,,,,,,,,,,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2110044,"Laparoscopy, surgical prostatectomy, retropubic radical, including nerve sparing, includes robotic assistance, when performed",,,,,,,,,Male,5,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37393449,Plasma total cholesterol level,8840,milligram per deciliter,50,5,,500,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37393449,Plasma total cholesterol level,8753,millimole per liter,1,5,,15,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37397989,Serum total cholesterol level,8840,milligram per deciliter,50,5,,500,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37397989,Serum total cholesterol level,8753,millimole per liter,1,5,,15,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,44809580,Total cholesterol level,8840,milligram per deciliter,50,5,,500,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,44809580,Total cholesterol level,8753,millimole per liter,1,5,,15,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37392176,Serum creatinine level,8749,micromole per liter,10,5,,200,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37392176,Serum creatinine level,8840,milligram per deciliter,0.1,5,,5,5,,,,,,,,,,,,,,,,
OBSERVATION,OBSERVATION_CONCEPT_ID,37392176,Serum creatinine level,8751,milligram per liter,10,5,,30,5,,,,,,,,,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3000600,Renal tubular casts [#/area] in Urine by Light microscopy,,,,,,,,,,,,,,,,,,,,,8765,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3001019,Free T4 and TSH panel - Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3002527,Cottonwood IgE Ab [Units/volume] in Serum,,,,,,,,,,,,,,,,,,,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3002864,Erythrocytes [#/volume] in Urine by Automated count,,,,,,,,,,,,,,,,,,,,,"8647,8695,8712,8734,8784,8785,8799,8815,8816,8829,8848,8888,8931,8938,8961,8980,9156,9157,9158,9245,9254,9257,9423,9426,9435,9436,9442,9444,9445,9446,32706,44777520,44777558,44777561,44777562,44777569,44777575,44777580,44777588,45891003",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004119,Hemoglobin [Mass/volume] in Venous blood,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004202,Nitrofurantoin [Susceptibility],,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004772,Treponema pallidum Ab [Presence] in Serum by Immunofluorescence,,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004775,Volume in Urine collected for unspecified duration,,,,,,,,,,,,,,,,,,,,,"8519,8583,8587,8686,9261,9263,9271,9277,9283,9285,9286,9287,9288,9292,9293,9296,9300,9301,9303,9304,9314,9316,9317,9318,9366,9367,9382,9383,9390,9391,9393,9394,9412,9416,9482,9486,9515,9520,9535,9606,9628,9643,9665,44777531,44777662",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004789,Transferrin [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3005168,Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3006044,Creatine kinase.total/Creatine kinase.MB [Enzymatic activity ratio] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3006313,Specimen source [Identifier] in Cervical or vaginal smear or scraping by Cyto stain,,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3007518,Tomato IgE Ab [Units/volume] in Serum,,,,,,,,,,,,,,,,,,,,,"8645,8719,8750,8763,8810,8860,8923,8924,8985,9040,9058,9093,9332,9525,9550,44777568,44777578,44777583",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3007950,Urobilinogen [Mass/volume] in Urine,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3008893,Testosterone [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3009609,"Carbon dioxide, total [Moles/volume] in Arterial blood",,,,,,,,,,,,,,,,,,,,,"8729,8736,8745,8749,8753,8839,8843,8875,9440,9490,9491,9501,9553,9557,9559,9575,9586,9587,9588,9591,9608,9621,9631,9632,9654,9673,45891014",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3009678,Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay,,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3010300,Glucose [Mass/volume] in Serum or Plasma --1 hour post dose glucose,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3010351,Amobarbital [Mass/volume] in Urine by Confirmatory method,,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3012544,pH of Venous blood,,,,,,,,,,,,,,,,,,,,,"8482,8518",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3016228,CD19 cells/100 cells in Blood,,,,,,,,,,,,,,,,,,,,,8554,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3016774,Ampicillin [Susceptibility] by Minimum inhibitory concentration (MIC),,,,,,,,,,,,,,,,,,,,,"8636,8713,8725,8748,8751,8817,8820,8837,8840,8842,8845,8859,8861,8950,9028,9503,9514,9530,9532,9560,9564,9625,32964,32965,44777535,44777592,44777638,45956701",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3017278,Reference lab test name,,,,,,,,,,,,,,,,,,,,,,5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3017980,Sjogrens syndrome-B extractable nuclear IgG Ab [Units/volume] in Serum by Immunoassay,,,,,,,,,,,,,,,,,,,,,"8647,8695,8712,8734,8784,8785,8799,8815,8816,8829,8848,8888,8931,8938,8961,8980,9156,9157,9158,9245,9254,9257,9423,9426,9435,9436,9442,9444,9445,9446,32706,44777520,44777558,44777561,44777562,44777569,44777575,44777580,44777588,45891003",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3019977,pH of Arterial blood,,,,,,,,,,,,,,,,,,,,,"8482,8518",5,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
