cdmTableName,cdmFieldName,isRequired,isRequiredThreshold,isRequiredNotes,cdmDatatype,cdmDatatypeThreshold,cdmDatatypeNotes,isPrimaryKey,isPrimaryKeyThreshold,isPrimaryKeyNotes,isForeignKey,isForeignKeyThreshold,isForeignKeyNotes,fkTableName,fkFieldName,fkDomain,fkDomainThreshold,fkDomainNotes,fkClass,fkClassThreshold,fkClassNotes,isStandardValidConcept,isStandardValidConceptThreshold,isStandardValidConceptNotes,measureValueCompleteness,measureValueCompletenessThreshold,measureValueCompletenessNotes,standardConceptRecordCompleteness,standardConceptRecordCompletenessThreshold,standardConceptRecordCompletenessNotes,sourceConceptRecordCompleteness,sourceConceptRecordCompletenessThreshold,sourceConceptRecordCompletenessNotes,sourceValueCompleteness,sourceValueCompletenessThreshold,sourceValueCompletenessNotes,standardConceptFieldName,plausibleValueLow,plausibleValueLowThreshold,plausibleValueLowNotes,plausibleValueHigh,plausibleValueHighThreshold,plausibleValueHighNotes,plausibleTemporalAfter,plausibleTemporalAfterTableName,plausibleTemporalAfterFieldName,plausibleTemporalAfterThreshold,plausibleTemporalAfterNotes,plausibleDuringLife,plausibleDuringLifeThreshold,plausibleDuringLifeNotes,plausibleStartBeforeEnd,plausibleStartBeforeEndFieldName,plausibleStartBeforeEndThreshold,plausibleStartBeforeEndNotes,plausibleAfterBirth,plausibleAfterBirthThreshold,plausibleAfterBirthNotes,plausibleBeforeDeath,plausibleBeforeDeathThreshold,plausibleBeforeDeathNotes,withinVisitDates,withinVisitDatesThreshold,withinVisitDatesNotes
CONCEPT_ANCESTOR,descendant_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_ANCESTOR,max_levels_of_separation,Yes,0,,integer,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_ANCESTOR,min_levels_of_separation,Yes,0,,integer,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_CLASS,concept_class_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_CLASS,concept_class_id,Yes,0,,varchar(20),0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_CLASS,concept_class_name,Yes,0,,varchar(255),0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_METADATA,concept_category,,,,varchar(20),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_METADATA,concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_METADATA,reuse_status,,,,varchar(20),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP,concept_id_1,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP,concept_id_2,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP,invalid_reason,,,,varchar(1),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP,relationship_id,Yes,0,,varchar(20),0,,,,,Yes,0,,RELATIONSHIP,RELATIONSHIP_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP,valid_end_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,Yes,CONCEPT_RELATIONSHIP,VALID_START_DATE,0,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP,valid_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VALID_END_DATE,0,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,concept_id_1,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,concept_id_2,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,confidence,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,mapper,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,mapping_source,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,mapping_tool,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,relationship_group,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,relationship_id,Yes,0,,varchar(20),0,,,,,Yes,0,,RELATIONSHIP,RELATIONSHIP_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,relationship_predicate_id,,,,varchar(20),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_RELATIONSHIP_METADATA,reviewer,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_SYNONYM,concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_SYNONYM,concept_synonym_name,Yes,0,,varchar(1000),0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEPT_SYNONYM,language_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_ERA,condition_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Condition,0,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_ERA,condition_era_end_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,CONDITION_ERA,CONDITION_ERA_START_DATE,1,,,,,,,,,Yes,1,,Yes,1,,,,
CONDITION_ERA,condition_era_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_ERA,condition_era_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,CONDITION_ERA_END_DATE,1,,Yes,1,,Yes,1,,,,
CONDITION_ERA,condition_occurrence_count,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_ERA,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Condition,0,,,,,Yes,0,,Yes,0,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_end_date,,,,date,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,CONDITION_OCCURRENCE,CONDITION_START_DATE,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
CONDITION_OCCURRENCE,condition_end_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,CONDITION_OCCURRENCE,CONDITION_START_DATETIME,1,,Yes,1,,,,,,Yes,1,,Yes,1,,,,
CONDITION_OCCURRENCE,condition_occurrence_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,10,,CONDITION_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_start_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,CONDITION_END_DATE,1,,Yes,1,,Yes,1,,Yes,5,
CONDITION_OCCURRENCE,condition_start_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,Yes,1,,Yes,CONDITION_END_DATETIME,1,,Yes,1,,Yes,1,,,,
CONDITION_OCCURRENCE,condition_status_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Condition Status,0,,,,,Yes,0,,Yes,100,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_status_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,100,,CONDITION_STATUS_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,condition_type_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,Type Concept,0,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,person_id,Yes,0,,integer,0,,,,,Yes,0,,PERSON,PERSON_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,provider_id,,,,integer,0,,,,,Yes,0,,PROVIDER,PROVIDER_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,stop_reason,,,,varchar(20),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,visit_detail_id,,,,integer,0,,,,,Yes,0,,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDITION_OCCURRENCE,visit_occurrence_id,,,,integer,0,,,,,Yes,0,,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,amount_allowed,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,cost_domain_id,Yes,0,,varchar(20),0,,,,,Yes,0,,DOMAIN,DOMAIN_ID,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,cost_event_id,Yes,0,,integer,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,cost_id,Yes,0,,integer,0,,Yes,0,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,cost_type_concept_id,Yes,0,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,Yes,0,,Yes,0,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,currency_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,drg_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,drg_source_value,,,,varchar(3),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_by_patient,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_by_payer,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_by_primary,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_dispensing_fee,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_ingredient_cost,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_patient_coinsurance,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_patient_copay,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,paid_patient_deductible,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,payer_plan_period_id,,,,integer,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,revenue_code_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,revenue_code_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,total_charge,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,total_cost,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,total_paid,,,,float,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEATH,cause_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,Yes,0,,Yes,100,,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEATH,cause_source_concept_id,,,,integer,0,,,,,Yes,0,,CONCEPT,CONCEPT_ID,,,,,,,,,,Yes,100,,,,,Yes,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEATH,cause_source_value,,,,varchar(50),0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,Yes,10,,CAUSE_SOURCE_CONCEPT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEATH,death_date,Yes,0,,date,0,,,,,,,,,,,,,,,,,,,Yes,0,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,,,,,,,,Yes,1,,,,,,,
DEATH,death_datetime,,,,datetime,0,,,,,,,,,,,,,,,,,,,Yes,100,,,,,,,,,,,,'19500101',1,,"DATEADD(dd,1,GETDATE())",1,,Yes,PERSON,BIRTH_DATETIME,1,,,,,,,,,Yes,1,,,,,,,
